impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K19-117643,A581061,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A581061,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Charlie,Dog,1 YEAR 9 MONTHS,Neutered Male,Pit Bull,Brown / White,05/30/2019 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A581061,Image Copyright HLP Inc. 2019,"Received on: 2019-05-30<p/> Description: Brown / White<p/>  Neutered Male Pit Bull Dog<p/> Age: 1 YEAR 9 MONTHS<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Charlie and I am available for adoption.<p/><p/>I was brought in by an Animal Control Officer on March 13, 2019. <p/><p/>I am extremely human friendly!! I'm affectionate and loving!  I love to snuggle up with you, but I'm also very smart and love to learn new tricks!  I already know ""sit"" and ""shake"" but I would love to learn some more! I am full of energy and I love to play! I tend to calm down more when the people around me stay calm. I do best when I have lots of exercise and something to keep my mind busy. My caregivers have observed that I might not get along with other dogs. I may do best as the only dog in my new home, or need to meet other dogs in the home first.<p/><p/>My personality color is RED. I am a spirited dog with a fun-loving personality! I am still working on my manners, so I would do best with a family who is willing to work with me and help me become the best dog I can be!<p/>",RED
K19-117708,A586076,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A586076,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Noir,Cat,8 YEARS 1 MONTH,Spayed Female,Domestic Shorthair,Black,06/01/2019 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A586076,Image Copyright HLP Inc. 2019,"Received on: 2019-06-01<p/> Description: Black<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 8 YEARS 1 MONTH<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Noir and I am available for adoption.<p/><p/>I was brought in by my previous owner on June 1st, 2019, because they were moving. I lived in a home with other cats and came in with my room-mate Gray. My previous owner described me as shy, reserved but friendly.<p/><p/>I am a sweet but shy gal and really wants a home with a family that understands that I may need some time to gain my trust and confidence in them. Once I do get to know my people, I am super sweet and loving. As you can see, I'm a larger kitty and would also need a family that understands that I would need to be on a diet and help me loose some of my weight. My caregivers have noticed that I seem to do well with other cats. When meeting cats in a new home, I would do best with a slow introduction.<p/><p/>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/>",BLUE
K19-117736,A581140,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A581140,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Rosie,Cat,5 YEARS 3 MONTHS,Spayed Female,Domestic Shorthair,Calico,06/01/2019 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A581140,Image Copyright HLP Inc. 2019,"Received on: 2019-06-01<p/> Description: Calico<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 5 YEARS 3 MONTHS<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Rosie and I am available for adoption.<p/><p/>I was brought in by my previous owner on June 1st, 2019, because their health was declining and they could not care for her properly. I lived in a home with other cats. My previous owner described me as sweet, friendly and spunky.<p/><p/>I'm a sweet girl who is looking for a home that wants a cat that is equally sweet as they are spicy...... you know that saying ""sugar, spice and everything nice."" Well, thats totally me! I like getting attention on my own terms. I can get overstimulated with petting, so please move carefully with me and keep an eye out for signs that I might need a break. My caregivers have noticed that I seem to do well with other cats. When meeting cats in a new home, I would do best with a slow introduction.<p/><p/>My personality color is RED. I am a spirited cat with a fun-loving personality! I may be sensitive to handling, so I would do best in a home with a cat savvy family who knows when to give me some space.<p/>",RED
K19-117709,A586077,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A586077,"Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033",Gray,Cat,8 YEARS 1 MONTH,Spayed Female,Domestic Shorthair,Gray / White,06/01/2019 12:00:00 AM,Received on,12040 NE 85TH ST,KIRKLAND,WA,98033,KIRKLAND,47.680519,-122.179195,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A586077,Image Copyright HLP Inc. 2019,"Received on: 2019-06-01<p/> Description: Gray / White<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 8 YEARS 1 MONTH<p/> Adoption Fee: $30.00<p/> Current Location: Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033<p/>Hi! My name is Gray and I am available for adoption.<p/><p/>I was brought in by my previous owner on June 1st, 2019, because they were moving. I lived in a home with other cats and came in with my room-mate Noir. My previous owner described me as shy, reserved but friendly.<p/><p/>I like to approach new friendships with caution and do not really call you my friend until you gain my trust. Once you are my friend, I am very trusting and sweet and love you forever. Please take a chance on a shy gal who really just wants someone to love and trust. My caregivers have noticed that I seem to do well with other cats. When meeting cats in a new home, I would do best with a slow introduction.<p/><p/>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/>",BLUE
K19-117771,A581816,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A581816,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Lola,Cat,2 YEARS 3 MONTHS,Spayed Female,Domestic Shorthair,Black,06/02/2019 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A581816,Image Copyright HLP Inc. 2019,"Received on: 2019-06-02<p/> Description: Black<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 2 YEARS 3 MONTHS<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Lola and I am available for adoption. I was brought in by a good samaritan on 3/28/19.<p/><p/>My personality color is RED. I am a spirited cat with a fun-loving personality! I may be sensitive to handling, so I would do best in a home with a cat savvy family who knows when to give me some space.<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/>I like getting attention on my own terms. I can get overstimulated with petting, so please move carefully with me and keep an eye out for signs that I might need a break.<p/><p/>Because of my nature, I would do best in a home with older respectful children.<p/><p/><p/><p/><p/><p/><p/>",RED
K19-117801,A586251,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A586251,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Bayard,Cat,5 YEARS 1 MONTH,Neutered Male,Siamese,Seal Pt,06/03/2019 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A586251,Image Copyright HLP Inc. 2019,"Received on: 2019-06-03<p/> Description: Seal Pt<p/>  Neutered Male Siamese Cat<p/> Age: 5 YEARS 1 MONTH<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Bayard and I am available for adoption.<p/><p/>I was brought in as a transfer from another shelter on June 3, 2019. <p/><p/>I'm a super sweet older gentleman with a charming personality. On my way to the shelter I broke out of my box and sat shotgun, so that proves that I'm pretty easy going...unless you put me in a crate :) I do much better and also greatly apreciate living in a larger space, I like to get out and stretch my legs and lounge about on a cat tree.  I like getting attention on my own terms. I can get overstimulated with petting, so please move carefully with me and keep an eye out for signs that I might need a break.<p/><p/>My personality color is RED. I am a spirited cat with a fun-loving personality! I may be sensitive to handling, so I would do best in a home with a cat savvy family who knows when to give me some space.<p/>",RED
K19-117872,A586377,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A586377,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Henry,Cat,2 YEARS 1 MONTH,Neutered Male,Domestic Shorthair,Brn Tabby,06/04/2019 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A586377,Image Copyright HLP Inc. 2019,"Received on: 2019-06-04<p/> Description: Brn Tabby<p/>  Neutered Male Domestic Shorthair Cat<p/> Age: 2 YEARS 1 MONTH<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Henry and I am available for adoption.<p/><p/>I was brought in by a good samaritan on June 4, 2019.<p/><p/>I'm a friendly kitty with a lovely personality. I love food and I am super smart, so I could get trained like a puppy! <p/><p/>My personality color is GREEN. I am an adaptable cat who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/><p/>This cat has tested positive for Feline Immunodeficiency Virus (FIV). Cats with FIV can still live fulfilling lives, but extra care may be required. This cat should live indoors only.<p/> <p/>Please visit this page for more information: http://www.vet.cornell.edu/fhc/Health_Information/brochure_fiv.cfm<p/><p/><p/>",GREEN
K19-117872,A586377,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A586377,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Henry,Cat,2 YEARS 1 MONTH,Neutered Male,Domestic Shorthair,Brn Tabby,06/04/2019 12:00:00 AM,Received on,4500 S 300TH PL,AUBURN,WA,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A586377,Image Copyright HLP Inc. 2019,"Received on: 2019-06-04<p/> Found Near: 4500 S 300TH PL, AUBURN WA 98001<p/> Description: Brn Tabby Neutered Male Domestic Shorthair Cat<p/> Age: 2 YEARS 1 MONTH<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",GREEN
K19-117921,A582510,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A582510,"Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033",Lou,Cat,1 YEAR 2 MONTHS,Neutered Male,Domestic Shorthair,Brn Tabby / White,06/05/2019 12:00:00 AM,Received on,12040 NE 85TH ST,KIRKLAND,WA,98033,KIRKLAND,47.680519,-122.179195,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A582510,Image Copyright HLP Inc. 2019,"Received on: 2019-06-05<p/> Description: Brn Tabby / White<p/>  Neutered Male Domestic Shorthair Cat<p/> Age: 1 YEAR 2 MONTHS<p/> Adoption Fee: $30.00<p/> Current Location: Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033<p/>Hi! My name is Lou and I am available for adoption.<p/><p/>I was brought in by my previous owner on June, 5th 2019  because they were moving. I lived in a home with onother cat. My previous owner described me as talkative and shy.  When I warm up to you I'm a love bug who enjoys a cuddle from time to time.  <p/><p/>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/><p/>",BLUE
K19-117912,A586473,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A586473,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Drogon,Cat,5 YEARS 1 MONTH,Neutered Male,Domestic Shorthair,Black,06/05/2019 12:00:00 AM,Received on,27200 135TH AVE SE,KENT,WA,98042,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A586473,Image Copyright HLP Inc. 2019,"Received on: 2019-06-05<p/> Found Near: 27200 135TH AVE SE, KENT WA 98042<p/> Description: Black Neutered Male Domestic Shorthair Cat<p/> Age: 5 YEARS 1 MONTH<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",GREEN
K19-117997,A534565,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A534565,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Mirri,Cat,3 YEARS 2 MONTHS,Spayed Female,Domestic Shorthair,Brn Tabby,06/07/2019 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A534565,Image Copyright HLP Inc. 2019,"Received on: 2019-06-07<p/> Description: Brn Tabby<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 3 YEARS 2 MONTHS<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Mirri and I am available for adoption.<p/><p/>I was brought in by my previous owner on 5/3/19  because a terminally ill relative was moving in who was highly allergic to cats. I lived in a home with children. My previous owner described me as lazy and very sweet.<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!I like to explore new surroundings and play with my human friends. I also really enjoy and cozy lap to curl up on!  My caregivers have noticed that I seem to do well with other cats. When meeting cats in a new home, I would do best with a slow introduction.<p/><p/>My personality color is GREEN. I am an adaptable cat who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/><p/>",GREEN
